State_Name,Season,Crop,Area,temperature,humidity,rainfall,N,P,K,ph,Yield
Andaman and Nicobar Islands,Whole Year ,banana,957.57,28.703827030774452,76.54688342239436,100.32195645890121,96.04497934440995,77.62916161347005,54.112365719039985,5.390899788360877,8.962269076934323
Andaman and Nicobar Islands,Whole Year ,banana,657.0,29.506552816621134,88.02386466343451,110.52062424037511,96.06333162453699,83.7436627266125,53.5759552185248,5.7582504489193145,12.127853881278538
Andaman and Nicobar Islands,Whole Year ,banana,1524.0,30.053280767972048,82.1584980604747,96.91919531259812,99.34937890361472,79.02809038290687,49.66142421359544,5.562375203418526,7.140419947506562
Andaman and Nicobar Islands,Whole Year ,banana,1530.0,25.5104849608305,76.56478082239022,114.83895512348498,94.20966063714648,84.57325657249251,53.428785356599434,5.596913623067028,7.554248366013072
Andaman and Nicobar Islands,Whole Year ,banana,1912.1,29.1488607155747,85.9406458743196,98.19301606930013,102.08254244740851,80.61023269685545,54.36130019704821,5.652187995814796,9.086554050520371
Andaman and Nicobar Islands,Whole Year ,banana,1656.8,26.052179874297455,84.13644531863324,110.2276642471405,102.38584410121625,79.46315357943705,50.160082016535505,5.430460469319287,6.187306856591018
Andaman and Nicobar Islands,Whole Year ,banana,483.0,24.64375689113281,78.2637066000777,94.55096651268876,91.51102423298292,89.12272913393319,52.26968435720008,6.340404437989034,8.592132505175984
Andaman and Nicobar Islands,Whole Year ,banana,360.0,25.801250398998377,84.79032885494217,107.6683678011448,106.41213324034258,90.11566774323754,54.571741871448296,5.651881247633552,15.325
Andhra Pradesh,Whole Year ,banana,769.0,29.695648214995597,74.85153973039884,113.59338993042776,91.98092069613278,88.67932399718335,46.23971336994799,5.7754865586861035,15.205461638491547
Andhra Pradesh,Whole Year ,banana,1582.0,27.145585221710856,77.21447898444521,107.1089279678141,106.81987210845958,88.32909313537012,48.464123147024495,6.404149685694563,0.2920353982300885
Andhra Pradesh,Whole Year ,banana,19.0,27.310285498083964,82.19261302993147,104.34541173514688,91.70144220320469,83.45066807308878,52.63086840578987,6.115525099226556,52.94736842105263
Andhra Pradesh,Whole Year ,banana,36.0,26.09331290964011,73.16364961675959,100.77166925814959,97.39280399439849,86.89064122830118,54.07843556942528,5.4622544486415965,36.166666666666664
Andhra Pradesh,Whole Year ,banana,324.0,25.469388035990132,72.96343375905093,97.96133540974527,107.99206663768506,84.52203018880611,53.79980957364439,5.949089311567512,52.151234567901234
Andhra Pradesh,Whole Year ,banana,303.0,26.49259737839648,80.71664674489023,105.09106553652057,105.66180808936913,76.10628118987687,54.99602995953343,6.30992795265837,53.56765676567657
Andhra Pradesh,Whole Year ,banana,289.0,25.7300205578012,84.68811282777811,97.74867434201093,90.83702945627628,79.01693782405809,53.837779475019474,5.741782576950929,48.930795847750865
Andhra Pradesh,Whole Year ,banana,3603.0,25.302895768763634,74.37982902655541,99.57729440831828,96.0153576251094,85.58945665040245,49.9692706079013,6.223461243815531,44.66805439911185
Andhra Pradesh,Whole Year ,banana,5010.0,29.13852621455762,82.15017727401005,105.66951141744367,106.31741045351967,75.90403663241554,50.057700305310554,6.380849943158465,53.09001996007984
Andhra Pradesh,Whole Year ,banana,4416.0,29.90933922532127,83.20831974813896,102.45951087122086,96.581697659286,81.04072469105525,49.86813849998401,6.376403032193577,50.685009057971016
Andhra Pradesh,Whole Year ,banana,8000.0,27.349303951127467,79.47620496837212,99.0364809922747,90.34636240862825,74.97249521518506,46.04052799027463,5.685588522124452,63.147
Andhra Pradesh,Whole Year ,banana,8661.0,24.810691247534834,79.78669963098764,104.10506275123248,90.94643574666897,75.54784746584032,53.242136565401324,6.143764136636984,55.86895277681561
Andhra Pradesh,Whole Year ,banana,953.0,25.061952117208584,82.03080906484638,108.40141383117263,90.5395196186878,81.68236828479334,49.01635517867018,5.69712532660872,19.971668415529905
Andhra Pradesh,Whole Year ,banana,1005.0,28.242676851145585,73.32899780817282,96.14934715105623,104.05753789800204,74.29990308599983,46.95236185946521,6.192332810234984,7.120398009950248
Andhra Pradesh,Whole Year ,banana,960.0,25.368201394998522,74.33143215086963,106.79090898533852,108.74340827201208,89.87078198045234,54.234151870472225,5.635729355108104,52.959375
Andhra Pradesh,Whole Year ,banana,587.0,25.657615125352358,72.43815558876663,114.49718599976322,108.25678037389613,89.53515715182567,53.792268240148054,5.499548802091953,36.15332197614992
Andhra Pradesh,Whole Year ,banana,586.0,27.55658558751495,74.92890205735962,105.43996114739889,91.89366973829075,85.8228586467858,53.18653411924805,5.605332382251647,52.15017064846416
Andhra Pradesh,Whole Year ,banana,468.0,28.90971629123742,82.30622177741188,97.5337701861908,92.24109854829248,83.07533557928397,50.58564068508197,6.034402158121665,53.56837606837607
Andhra Pradesh,Whole Year ,banana,556.0,29.749534729672874,75.12630363222345,101.37184082784954,103.27621540798914,74.39001444020737,45.41617208749444,5.43427846762786,48.92985611510792
Andhra Pradesh,Whole Year ,banana,708.0,26.92546506062217,86.051576537403,104.98852793666352,101.59931426246287,82.89571035356273,50.55331632515657,5.44475595060738,31.624293785310734
Andhra Pradesh,Whole Year ,banana,769.0,26.570860892280407,77.40084413907115,96.00098503784064,109.71196958056755,88.06427325497788,46.64653170006437,5.5068103465419,53.08972691807542
Andhra Pradesh,Whole Year ,banana,923.0,29.765214147638225,76.32013577560878,96.84063190793857,100.28286316838668,84.34735180216246,46.4470074119375,5.506307417287113,50.684723726977246
Andhra Pradesh,Whole Year ,banana,886.0,24.830786063679906,76.72850179594876,111.59740250482841,95.83536277748941,79.6748832363811,52.98274557598971,6.493874285727315,63.146726862302486
Andhra Pradesh,Whole Year ,banana,910.0,26.827952234457456,83.43955741517775,97.68983880517835,97.9266690675542,83.24940140973152,48.34112378676665,6.227484393950546,55.168131868131866
Andhra Pradesh,Whole Year ,banana,11043.0,26.252273434529503,76.6968821602019,115.00322895995961,106.20962515756798,75.19268805451861,48.309062643622866,5.407683267788361,11.263787014398261
Andhra Pradesh,Whole Year ,banana,10258.0,30.06038387957055,88.20664054313428,110.3986775457822,96.9824509142459,81.94197889602619,51.6997037093227,5.706653803349248,11.973289140183272
Andhra Pradesh,Whole Year ,banana,7949.0,27.460497285828044,84.40375031779364,107.67241366152396,99.5403778714833,79.73942445910656,47.02147284229861,5.828481401032348,14.626997106554283
Andhra Pradesh,Whole Year ,banana,9547.0,27.903985354133063,85.74838654184164,97.56268691056862,92.75405503661969,84.53693023754775,45.62195109487484,5.619664439696215,7.069026919451137
Andhra Pradesh,Whole Year ,banana,10324.0,27.622103476480646,87.80291116770688,94.29475631602031,101.0445716477962,75.30330223151307,52.131002088720265,6.11921219659298,9.364974815962805
Andhra Pradesh,Whole Year ,banana,15432.0,26.130278682017497,75.4513759832509,98.81459711376816,96.68098545658022,75.92791549590275,50.035177323563076,6.1093798830237445,13.995010368066355
Andhra Pradesh,Whole Year ,banana,16772.0,29.314209139526806,83.58665220258372,99.5518099713123,90.71518100250627,86.11651148288416,53.58911688610198,6.538655828831379,17.62997853565466
Andhra Pradesh,Whole Year ,banana,15363.0,29.651557272450436,88.180177444921,98.6745014451427,104.53178986644546,84.48939843404928,51.1342624125916,6.210359165119416,18.991993751220466
Andhra Pradesh,Whole Year ,banana,16159.0,24.809373776140752,79.4585969847399,102.56518129587391,101.31958133664354,89.13289159531728,49.670565892127904,6.3967186740284205,21.912989665202055
Andhra Pradesh,Whole Year ,banana,14357.0,29.553524494361778,76.83329429806287,111.21019595080499,105.39878313036876,79.58235740315006,50.516627952048225,5.431846518520729,27.324023124608207
Andhra Pradesh,Whole Year ,banana,13620.0,25.223331683306135,75.01115084941415,105.06113751259974,107.35556286708466,76.97628789562665,48.11751739078283,5.847682976984647,22.21101321585903
Andhra Pradesh,Whole Year ,banana,12427.0,29.652725548168366,80.61450222927863,96.99609001299407,102.7529878704076,87.50435843476619,50.70550396567327,5.9244740457519915,12.38199082642633
Andhra Pradesh,Whole Year ,banana,7612.0,29.952231058613627,83.7737971999031,110.25356058500977,103.8985537799043,76.65318286774084,50.06870435266616,5.502208354571922,18.531135049921176
Andhra Pradesh,Whole Year ,banana,7967.0,28.012549077085996,81.79883460170623,102.30627776599825,106.53383520197782,75.59615798213638,52.4653140635084,5.821475845305026,25.723484373038787
Andhra Pradesh,Whole Year ,banana,6720.0,27.541872561384398,86.70939025422176,112.32272388453026,107.79680398316333,76.20591758757338,52.06964581798394,6.27064146601636,22.573958333333334
Andhra Pradesh,Whole Year ,banana,5681.0,25.209006885385964,84.31434900970328,99.8434154740259,98.47833395136647,75.46434260109828,48.84439906891032,5.413676616083811,7.434958634043302
Andhra Pradesh,Whole Year ,banana,6340.0,27.254483249656623,72.59500070622092,112.27112774248133,105.33256645390155,79.1138789676127,49.162910092056755,5.883558311410873,28.517034700315456
Andhra Pradesh,Whole Year ,banana,6263.0,28.213982643418092,72.77527612892875,95.36334509340914,96.62271430225965,85.51016788465346,47.036583776889316,6.336976030042402,26.333226888072808
Andhra Pradesh,Whole Year ,banana,5653.0,28.715665447559996,80.01731292267203,112.57199283987295,92.03693272285484,80.85015098951662,51.18265328149144,5.889655428391409,30.687953299133202
Andhra Pradesh,Whole Year ,banana,5519.0,27.956863470616824,73.8717163117448,107.05329678526715,103.68830497052032,81.4538018886718,45.41097278822858,5.626650080861459,31.703025910491032
Andhra Pradesh,Whole Year ,banana,5177.0,28.63539676433905,82.80540044264889,113.39978675667409,100.11814942806795,86.09318694758443,45.911162864161746,5.977265105781825,23.653080934904384
Andhra Pradesh,Whole Year ,banana,5045.0,26.4464338649332,74.49624307100099,102.6252997396462,92.5537254113078,85.09963367303068,50.05097016130066,5.758944999799575,30.048959365708622
Andhra Pradesh,Whole Year ,banana,5595.0,29.23107508501635,79.16479701080235,100.68979354908522,91.89300503538125,85.06193431310723,52.17656629978145,6.571287556525482,38.6609472743521
Andhra Pradesh,Whole Year ,banana,5574.0,25.643565545008464,78.91263442360668,107.89220697928509,105.30921910170076,82.1862044167818,45.08738862938858,6.00700614769262,37.98600645855759
Andhra Pradesh,Whole Year ,banana,3620.0,29.993147995099623,81.35892169066268,101.19003652298115,109.64919096018134,85.39362126944634,49.40421313223731,5.974944399872245,44.703867403314916
Andhra Pradesh,Whole Year ,banana,4074.0,26.79270195161457,75.60315955602408,99.7253001928276,101.30956298510888,88.26182477759662,50.80828677817446,5.463307886329471,32.58419243986254
Andhra Pradesh,Whole Year ,banana,4574.0,25.52427861742899,73.65620168767018,97.21403054390566,102.78702927336515,74.9937275036905,53.222544728688526,5.73733082363057,65.4949715784871
Andhra Pradesh,Whole Year ,banana,3771.0,29.049791352811994,85.47052925455954,97.88471864341336,95.7673831940398,79.24648486258307,48.28668811398404,5.691742025575686,42.118005833996286
Andhra Pradesh,Whole Year ,banana,3396.0,29.35275267135065,83.89660273843985,109.03340300782521,109.97658058383814,77.0192571741043,50.53131133959585,5.84797982006814,58.148998822143696
Andhra Pradesh,Whole Year ,banana,2978.0,28.937149844950614,78.2552379277989,102.69583643536414,93.4668191661077,88.09175574275633,46.64864949468004,5.968548912921904,66.04801880456682
Andhra Pradesh,Whole Year ,banana,4440.0,29.888866136242445,80.01784460617522,110.42795954734882,98.59109990548176,81.74136661684038,50.57792030252825,6.476657458795846,62.08400900900901
Andhra Pradesh,Whole Year ,banana,4058.0,27.22704366418724,88.36490140400673,111.87639195934838,93.22225699906133,78.06249293323795,46.8591658970022,5.887315933821144,54.634056185312964
Andhra Pradesh,Whole Year ,banana,5985.0,28.60232655798906,78.9422181934541,94.55706288472426,99.60242308124998,80.81429144009336,53.17257457307997,5.7284897243393305,63.72999164578112
Andhra Pradesh,Whole Year ,banana,8706.0,26.599335284438222,78.11782347552176,98.12872538641443,110.24734047869379,85.61758163700439,49.863324446996955,6.314865483281062,56.12301860785665
Andhra Pradesh,Whole Year ,banana,7900.0,26.039098363924122,83.27247706263316,107.76248608496478,95.16534004754415,76.83917330072795,50.30609103534852,6.221499427056089,65.68101265822784
Andhra Pradesh,Whole Year ,banana,8438.0,29.760381075827247,83.6990509344712,109.82326412528124,98.29521753609373,87.40896295215163,49.25307680220256,5.518048910300909,59.009954965631664
Andhra Pradesh,Whole Year ,banana,1363.0,27.29423966622901,80.21411000206355,97.1343107893773,96.7971547798234,83.34638510878136,54.181373785789056,6.3312007388860625,19.22817314746882
Andhra Pradesh,Whole Year ,banana,1556.0,29.148134797359447,79.35246252666923,94.68452304063838,92.77380688774751,85.48042184645092,53.15285342245882,5.674214327850007,2.5359897172236505
Andhra Pradesh,Whole Year ,banana,1346.0,30.059373003245387,83.56579207096063,101.4102868009202,97.13624636151017,88.43713812422826,47.874568344882626,5.617768241243615,15.294205052005944
Andhra Pradesh,Whole Year ,banana,1249.0,24.959001170671474,83.99925703295517,113.67149333452633,95.79162193623465,79.54302870896201,54.67549844150348,5.973283754084425,12.469175340272217
Andhra Pradesh,Whole Year ,banana,1543.0,24.947714042679525,85.57202139311592,109.80044669454075,104.04665473470426,82.43019436564563,49.7816134623492,5.901611754615756,12.458198314970836
Andhra Pradesh,Whole Year ,banana,1601.0,27.548950705232503,74.4004348850078,114.41330000046244,107.71875709884446,81.18031447743634,45.2500559393572,6.2641636973425445,16.901311680199875
Andhra Pradesh,Whole Year ,banana,1509.0,25.78195634733463,77.37427814243365,96.43175361405258,105.20661375343083,75.88259424014966,54.280812388532105,5.6005567344814144,19.220675944333998
Andhra Pradesh,Whole Year ,banana,1475.0,29.316556440742282,85.95296855026345,112.99327640820528,90.94235148514493,81.92687910962152,45.5315238884371,6.180632447533681,27.341016949152543
Andhra Pradesh,Whole Year ,banana,1632.0,29.057087611305658,84.95022969033501,112.41470390645358,100.87374692562852,77.80969802364082,54.98101090429865,5.651173475235968,21.522058823529413
Andhra Pradesh,Whole Year ,banana,1465.0,26.87852697774594,87.94379476535953,105.91245276803254,95.6042498076113,86.42024223819264,51.74481929911024,6.552018690524694,23.103754266211602
Andhra Pradesh,Whole Year ,banana,1180.0,26.556430020439237,80.17226040426145,94.47640771309237,96.77201192175848,87.69979961511156,51.726157402997124,5.883864038498918,30.45508474576271
Andhra Pradesh,Whole Year ,banana,1266.0,26.91720466376624,78.65363908253046,109.18914076054597,95.89557180764123,83.21051317034544,48.78205960027197,6.03541880726722,36.127962085308056
Andhra Pradesh,Whole Year ,banana,2327.0,29.923728494111643,74.21923271427907,114.99974018570188,108.8372710780516,78.32208671999007,45.34194682064817,6.55316066812187,13.872797593467984
Andhra Pradesh,Whole Year ,banana,2704.0,26.01550249740692,77.68615653861887,106.76632175601695,96.69547397295948,80.65249134722818,51.1938387965858,5.988851316064687,11.037352071005918
Andhra Pradesh,Whole Year ,banana,1862.0,29.9362231380884,80.83573827352524,108.87620133554077,95.99288807025418,75.55464473006971,53.80272791783671,6.477737419375046,26.403866809881848
Andhra Pradesh,Whole Year ,banana,2960.0,24.77601709404724,75.35850466610864,112.25980177934174,110.05174281848885,84.47476850697937,48.21468979887853,5.887491359168304,8.047297297297296
Andhra Pradesh,Whole Year ,banana,1302.0,27.928280897676025,78.46825238257507,101.25105339052628,108.84034122559194,80.4552193436321,49.56791822382666,6.283391118708795,29.012288786482333
Andhra Pradesh,Whole Year ,banana,1234.0,27.182345263981926,84.2842138990193,95.08711784247416,93.83999804435683,85.88638678781808,48.761124960894364,6.409271341434637,23.45380875202593
Andhra Pradesh,Whole Year ,banana,2128.0,24.655042406961666,78.3050469958827,104.77008547602821,106.14892853354337,77.83452250544597,48.67845134604001,6.365442691737673,21.485902255639097
Andhra Pradesh,Whole Year ,banana,2227.0,27.99370812036474,83.10022389853461,100.69983764085211,106.57655236364725,81.2155972421122,46.78943045050887,6.104543070617558,26.509205208801077
Andhra Pradesh,Whole Year ,banana,2253.0,26.977596782623802,72.59910647568289,101.4467201529212,100.28453293979386,78.86572335172868,50.735614701630624,5.974277636842092,24.8260097647581
Andhra Pradesh,Whole Year ,banana,2018.0,26.360825533874713,72.73623356431517,107.73599959599665,102.7204748660919,80.62588174592743,49.43224853284904,6.45300359524616,27.225966303270564
Andhra Pradesh,Whole Year ,banana,612.0,26.21713897755397,82.50990980695744,111.02315828034402,106.12402894411235,82.84215026495465,50.313227060952265,6.580689337887858,30.426470588235293
Andhra Pradesh,Whole Year ,banana,1632.0,29.86745218875371,78.72673496851455,109.76303004089884,92.76263772510693,77.59807796573185,46.392524495673634,5.996458666160077,31.58026960784314
Andhra Pradesh,Whole Year ,banana,615.0,28.89304857197365,81.87972556905171,97.71692246725733,104.3843056634464,78.14838245805798,48.86485830286921,6.438233646029736,19.650406504065042
Andhra Pradesh,Whole Year ,banana,511.0,29.633972317711965,76.34689039394998,112.5832575959706,108.93732117805968,84.50113693558174,51.981357084295475,5.895315225330171,16.379647749510763
Andhra Pradesh,Whole Year ,banana,538.0,26.23486860438825,84.8280330695818,97.31254279038356,92.7059881074007,77.42359374296937,48.61309148219832,5.598063551120968,19.38475836431227
Andhra Pradesh,Whole Year ,banana,82.0,29.94105536249245,86.9794980346171,101.23517419034503,106.30100023059575,89.51792325557945,48.13849678031583,6.299212249730944,9.682926829268293
Andhra Pradesh,Whole Year ,banana,89.0,29.118500163817007,84.85404628771073,108.75896240650712,104.99095001960802,83.24680075461559,55.00151899567351,6.441718173024957,20.146067415730336
Andhra Pradesh,Whole Year ,banana,90.0,25.29874667873605,83.98244016127518,106.064329397857,93.74285353150375,76.61650328476685,53.64199290045962,5.849958968217447,16.77777777777778
Andhra Pradesh,Whole Year ,banana,95.0,26.10325242616648,77.67022038922578,96.2299534257142,101.84547406967367,76.75246813889429,48.510674113343995,6.4396309631422,19.894736842105264
Andhra Pradesh,Whole Year ,banana,452.0,28.031186154754394,86.54518755401696,114.0911823836009,110.19034125250387,74.34255307901309,47.40636191708567,6.432590876952982,20.61946902654867
Andhra Pradesh,Whole Year ,banana,382.0,28.27857259229903,82.90379616069771,97.15966882678664,94.41476751919411,86.30767602626376,46.96602374240442,6.095175927012693,23.020942408376964
Andhra Pradesh,Whole Year ,banana,292.0,26.401571239367822,79.61626337076137,102.07573945200171,99.67005398167505,79.48396646173835,50.26354530735289,5.855807262030837,25.493150684931507
Andhra Pradesh,Whole Year ,banana,430.0,25.50984142344194,79.13229634492558,113.64130512912706,100.71892733894067,86.36492613575952,50.29539219589617,6.205139335933719,26.63953488372093
Andhra Pradesh,Whole Year ,banana,487.0,29.39792893746989,87.99112911033382,103.48929469821674,93.33723496680265,84.81264443810568,54.876948126520325,5.979179770908202,19.632443531827516
Andhra Pradesh,Whole Year ,banana,567.0,28.87269396793145,87.71440050931419,100.08806951768305,108.17494781807439,74.06110173678955,48.46944840866491,5.784024858671012,14.380952380952381
Andhra Pradesh,Whole Year ,banana,479.0,24.67987841896893,73.93241638615108,96.02585465089479,90.7388645588546,75.9327448138649,52.70866838627358,6.4731715126416,16.764091858037578
Andhra Pradesh,Whole Year ,banana,521.0,28.190261759501627,72.32969616899464,114.97070733949744,106.59347363860881,75.80007692261927,51.65169973488361,6.1440712450478845,19.383877159309023
Andhra Pradesh,Whole Year ,banana,485.0,25.671959060853958,74.72579092274765,113.49896102915987,101.27333778735881,81.67952377847011,50.529684277789364,5.387864664705285,9.688659793814432
Andhra Pradesh,Whole Year ,banana,458.0,26.338857800769652,77.50103555615492,108.35165316612799,108.13919394031896,79.30925452127613,52.64197533592166,5.597013133938819,18.51528384279476
Andhra Pradesh,Whole Year ,banana,470.0,25.45523038904835,79.45742464080753,111.1681159312389,101.06459946709175,76.58037253566576,45.062143612748386,6.498637193507982,16.780851063829786
Andhra Pradesh,Whole Year ,banana,667.0,26.568796037472605,72.84934704586422,113.99251419492582,109.94032611438342,76.53488209356335,50.12158341123022,6.457426467196328,19.896551724137932
Andhra Pradesh,Whole Year ,banana,860.0,24.740630264773845,79.61133001905795,100.90021632991844,101.76384926815875,89.41455537025934,54.84480543447913,6.019366778748223,20.619767441860464
Andhra Pradesh,Whole Year ,banana,1196.0,26.814752213003278,84.63479459170307,106.9204037407138,94.34492081371306,74.67004246138633,51.351457445547084,5.9518215140709465,23.02173913043478
Andhra Pradesh,Whole Year ,banana,1278.0,25.17096822460673,84.28074566140769,101.53441100449459,102.18274304610601,89.92407123755773,53.53769002343498,5.670249472025915,25.492175273865413
Andhra Pradesh,Whole Year ,banana,1177.0,25.04640850949363,74.85940993300967,105.05710955495209,98.6016739419865,85.89035069653364,51.79029069764966,5.602965969236544,15.534409515717927
Andhra Pradesh,Whole Year ,banana,816.0,26.571913833749083,77.91305488332613,112.0176034235469,96.16310191138218,75.60644528347134,47.68897026539652,6.337191792832965,31.573529411764707
Andhra Pradesh,Whole Year ,banana,1226.0,28.731600944552536,86.4942662788863,107.37626715232089,104.13288545474785,86.7083613007369,54.35578617260127,5.801864297103736,14.139477977161501
Andhra Pradesh,Whole Year ,banana,1132.0,26.557470026878445,80.29249292685385,99.10545907137117,108.59546793371614,90.18596537374356,54.464708881671186,5.812251384342803,12.564487632508834
Andhra Pradesh,Whole Year ,banana,765.0,27.32520914220581,77.9617818781386,114.87603565259072,101.06994639114657,75.74954379136848,45.98891563516321,5.915483683539547,19.384313725490195
Andhra Pradesh,Whole Year ,banana,535.0,27.870405088390097,73.65982004964904,107.21763284901157,107.2299760312784,76.36684835900374,46.90661199376195,5.931755742281229,5.613084112149533
Andhra Pradesh,Whole Year ,banana,1365.0,26.431766286131584,77.2411157882268,95.78203326274034,90.99734986069308,81.13097086169475,53.55972771216995,5.974309089591942,12.838095238095239
Andhra Pradesh,Whole Year ,banana,1174.0,27.891755241329978,83.17025194258369,113.370485317199,108.5588784134499,85.10753221773834,45.74989434983432,6.556266587176532,16.780238500851787
Andhra Pradesh,Whole Year ,banana,2131.0,27.739876057864958,78.69843142849912,98.58059455225722,109.67283358258497,80.67158957715506,53.51173962272629,5.657500471482368,19.897231346785546
Andhra Pradesh,Whole Year ,banana,1977.0,27.371948848419365,88.02007617026793,100.86524019031167,94.8177571522693,83.23665534500371,46.990592651388184,6.232880139198667,20.620131512392515
Andhra Pradesh,Whole Year ,banana,1404.0,28.241512192131857,77.839922069422,101.94209296067301,104.73567470206555,74.93241229374827,47.10261349902585,5.446888039042869,23.02207977207977
Andhra Pradesh,Whole Year ,banana,853.0,25.00448609211586,75.03913707751293,107.22218342894561,96.59671267377628,83.30586044611256,48.82115717268043,6.435223961465298,25.49237983587339
Andhra Pradesh,Whole Year ,banana,2039.0,29.845393118740528,88.14925013388901,101.28456185769362,90.69613806708236,75.36980271417477,53.36507294300304,6.2812798092976365,26.64001961745954
Andhra Pradesh,Whole Year ,banana,2422.0,26.867173568806283,78.61578005476595,105.23661402455663,107.72073143097936,82.92330739130338,46.363329376829114,6.18711406935232,19.63212221304707
Andhra Pradesh,Whole Year ,banana,2747.0,25.082351642559544,76.72554692055475,114.42208196152106,109.14509811885362,80.3386110459564,45.2706089712901,5.62313663475392,18.458318165271205
Andhra Pradesh,Whole Year ,banana,2431.0,28.271643878676798,82.31756483375796,101.06494471279419,94.85109092593251,77.73506258279737,49.46928827181412,5.980036189476355,7.732620320855615
Andhra Pradesh,Whole Year ,banana,1594.0,29.920772379966476,78.59723778408303,109.14628572931014,94.8310070456942,77.90549581702173,51.965046762721656,6.344384686423733,17.075909661229613
Andhra Pradesh,Whole Year ,banana,1452.0,27.52587085660136,85.61906009826905,114.61942813924048,109.63363132380272,79.32670265784942,53.74516449811271,6.144623968161147,12.333333333333334
Andhra Pradesh,Whole Year ,banana,1508.0,24.65022144409969,83.79732337589932,102.22636492855689,104.15942930950634,81.56153026835835,46.98945954920416,5.96462354148039,21.688328912466844
Andhra Pradesh,Whole Year ,banana,1484.0,25.354309647849536,83.94926160604705,111.49126269484451,100.97118928132139,84.15816177484939,54.83398031351278,6.19180859218691,14.617250673854448
Andhra Pradesh,Whole Year ,banana,1609.0,25.093304879847384,80.41916184178102,110.32772368904713,95.5312184537332,84.96333636232858,52.961165581195644,5.943475067686706,7.5680546923555
Andhra Pradesh,Whole Year ,banana,1271.0,27.931763171099448,79.52769723514187,111.72379559271697,98.39485310921525,89.47408895746595,53.713618597912976,6.3741032408862175,10.313139260424862
Andhra Pradesh,Whole Year ,banana,1005.0,27.434792223228182,85.68006255267366,108.12282760475749,91.83165244408472,74.15911872282403,49.88078340367208,5.701434529806023,29.47860696517413
Andhra Pradesh,Whole Year ,banana,1182.0,28.590370387174104,87.3717919515615,95.44602814473753,100.13270728052214,78.96835498014907,51.362373408726675,6.163227669253254,15.616751269035532
Andhra Pradesh,Whole Year ,banana,1355.0,25.636427703691393,80.21356971007431,111.52027787431807,103.798511794199,78.59414904648754,52.752141853967515,5.412084163175496,16.850922509225093
Andhra Pradesh,Whole Year ,banana,1409.0,28.224995766184946,76.6599090670696,107.01894168408442,105.29595775657249,83.56531761722209,49.587254888622915,5.942591075395347,19.631653655074523
Andhra Pradesh,Whole Year ,banana,5985.0,26.19886597406114,78.94934113374171,104.72984856071322,101.0572298361413,74.77617717569068,48.586671227626105,5.7964942112461,9.888554720133667
Andhra Pradesh,Whole Year ,banana,6173.0,25.442808882052457,76.6292586444253,103.02171609289606,92.26191000730117,74.74013469329418,45.23985137635032,6.576573325223879,12.553863599546412
Andhra Pradesh,Whole Year ,banana,4684.0,28.73015239817342,85.12714258600097,104.650582113647,104.40301768898333,85.32711253910635,53.806861729769,6.275109512937113,20.76793339026473
Andhra Pradesh,Whole Year ,banana,4645.0,26.425947542527776,78.30022839699352,111.6005154660825,109.62912548705698,83.93864028906947,50.4407894381197,5.673009827711763,22.95909580193757
